integers,isFlare
0.8500000238418579,0.0
0.9200000166893005,0.0
0.75,0.0
0.5600000023841858,0.0
0.46000000834465027,0.0
0.6399999856948853,0.0
0.6000000238418579,0.0
0.550000011920929,0.0
0.800000011920929,0.0
0.8299999833106995,0.0
0.9100000262260437,0.0
0.8799999952316284,0.0
0.8100000023841858,0.0
0.800000011920929,0.0
0.9300000071525574,0.0
0.6700000166893005,0.0
0.5199999809265137,0.0
0.5699999928474426,0.0
0.6700000166893005,0.0
0.6600000262260437,0.0
0.6100000143051147,0.0
0.09000000357627869,0.0
-0.11999999731779099,0.0
-0.11999999731779099,0.0
-0.029999999329447746,0.0
0.03999999910593033,0.0
0.05999999865889549,0.0
0.23999999463558197,0.0
0.20999999344348907,0.0
0.27000001072883606,0.0
0.23999999463558197,0.0
0.23000000417232513,0.0
0.36000001430511475,0.0
0.44999998807907104,0.0
0.49000000953674316,0.0
0.5,0.0
0.3400000035762787,0.0
0.3799999952316284,0.0
0.3199999928474426,0.0
0.5099999904632568,0.0
0.5699999928474426,0.0
0.3400000035762787,0.0
0.3199999928474426,0.0
0.20999999344348907,0.0
0.07999999821186066,0.0
-0.009999999776482582,0.0
-0.6800000071525574,0.0
1.3799999952316284,0.0
0.949999988079071,0.0
0.8100000023841858,0.0
0.6000000238418579,0.0
0.949999988079071,0.0
0.5,0.0
-0.5299999713897705,0.0
-0.8299999833106995,0.0
-0.8999999761581421,0.0
-0.8500000238418579,0.0
-0.8199999928474426,0.0
-0.4300000071525574,0.0
-0.28999999165534973,0.0
-0.10999999940395355,0.0
-0.10999999940395355,0.0
-0.15000000596046448,0.0
-0.25999999046325684,0.0
-0.18000000715255737,0.0
-0.30000001192092896,0.0
-0.41999998688697815,0.0
-0.3700000047683716,0.0
-0.3199999928474426,0.0
-0.7400000095367432,0.0
-0.5400000214576721,0.0
-0.5799999833106995,0.0
-0.6299999952316284,0.0
-0.7300000190734863,0.0
-0.5899999737739563,0.0
-0.5400000214576721,0.0
-0.4699999988079071,0.0
-0.550000011920929,0.0
-0.6499999761581421,0.0
-0.7300000190734863,0.0
-0.7900000214576721,0.0
-1.2599999904632568,0.0
-0.6600000262260437,0.0
-0.6399999856948853,0.0
-0.6899999976158142,0.0
-0.8500000238418579,0.0
-0.4699999988079071,0.0
-0.4699999988079071,0.0
-0.6200000047683716,0.0
-0.20000000298023224,0.0
0.1899999976158142,0.0
0.30000001192092896,0.0
0.3199999928474426,0.0
0.25999999046325684,0.0
0.20000000298023224,0.0
-0.09000000357627869,0.0
-0.38999998569488525,0.0
-0.20000000298023224,0.0
-0.2199999988079071,0.0
-0.23000000417232513,0.0
-0.03999999910593033,0.0
0.019999999552965164,0.0
0.14000000059604645,0.0
0.10999999940395355,0.0
0.12999999523162842,0.0
0.09000000357627869,0.0
0.23000000417232513,0.0
0.5799999833106995,0.0
0.4000000059604645,0.0
0.4099999964237213,0.0
0.3199999928474426,0.0
0.3400000035762787,0.0
0.4000000059604645,0.0
0.3700000047683716,0.0
0.3100000023841858,0.0
0.3700000047683716,0.0
0.5099999904632568,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7400000095367432,0.0
0.7400000095367432,0.0
0.6800000071525574,0.0
0.6499999761581421,0.0
0.699999988079071,0.0
0.6700000166893005,0.0
0.699999988079071,0.0
0.8399999737739563,0.0
0.7200000286102295,0.0
0.8299999833106995,0.0
0.9399999976158142,0.0
1.0299999713897705,0.0
1.340000033378601,0.0
1.159999966621399,0.0
1.1299999952316284,0.0
0.8999999761581421,0.0
1.5,0.0
1.5299999713897705,0.0
1.340000033378601,0.0
1.4700000286102295,0.0
1.2300000190734863,0.0
0.8700000047683716,0.0
1.1200000047683716,0.0
1.159999966621399,0.0
1.1299999952316284,0.0
1.190000057220459,0.0
1.2400000095367432,0.0
1.3899999856948853,0.0
1.4299999475479126,0.0
1.5399999618530273,0.0
1.5099999904632568,0.0
1.0299999713897705,0.0
1.149999976158142,0.0
0.8899999856948853,0.0
1.059999942779541,0.0
1.1100000143051147,0.0
1.1699999570846558,0.0
1.0,0.0
1.059999942779541,0.0
1.309999942779541,0.0
0.9399999976158142,0.0
1.0299999713897705,0.0
1.159999966621399,0.0
1.25,0.0
1.149999976158142,0.0
0.9700000286102295,0.0
0.7900000214576721,0.0
1.0800000429153442,0.0
1.1699999570846558,0.0
1.2799999713897705,0.0
1.3700000047683716,0.0
1.3200000524520874,0.0
1.3300000429153442,0.0
0.9300000071525574,0.0
0.7900000214576721,0.0
0.699999988079071,0.0
0.7200000286102295,0.0
1.0700000524520874,0.0
1.1399999856948853,0.0
0.8899999856948853,0.0
1.1799999475479126,0.0
1.0800000429153442,0.0
1.0299999713897705,0.0
1.0700000524520874,0.0
1.649999976158142,0.0
1.350000023841858,0.0
1.4199999570846558,0.0
1.409999966621399,0.0
1.059999942779541,0.0
1.100000023841858,0.0
1.100000023841858,0.0
1.2100000381469727,0.0
1.3700000047683716,0.0
1.0099999904632568,0.0
1.2699999809265137,0.0
1.2000000476837158,0.0
1.149999976158142,0.0
1.2599999904632568,0.0
1.5,0.0
1.3799999952316284,0.0
1.5800000429153442,0.0
1.3899999856948853,0.0
1.2699999809265137,0.0
1.2799999713897705,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0199999809265137,0.0
2.119999885559082,0.0
1.850000023841858,0.0
2.0899999141693115,0.0
2.140000104904175,0.0
2.2799999713897705,0.0
2.069999933242798,0.0
1.9299999475479126,0.0
1.7699999809265137,0.0
1.809999942779541,0.0
1.8600000143051147,0.0
1.8700000047683716,0.0
1.7599999904632568,0.0
1.7899999618530273,0.0
1.8899999856948853,0.0
1.5700000524520874,0.0
1.4700000286102295,0.0
1.4900000095367432,0.0
1.649999976158142,0.0
1.7200000286102295,0.0
1.5700000524520874,0.0
1.409999966621399,0.0
0.6299999952316284,0.0
0.7900000214576721,0.0
0.9399999976158142,0.0
1.0,0.0
1.1399999856948853,0.0
0.8600000143051147,0.0
0.9599999785423279,0.0
1.059999942779541,0.0
1.149999976158142,0.0
0.9800000190734863,0.0
1.2000000476837158,0.0
1.3200000524520874,0.0
1.5199999809265137,0.0
1.600000023841858,0.0
1.0499999523162842,0.0
1.399999976158142,0.0
1.3200000524520874,0.0
1.3200000524520874,0.0
1.2300000190734863,0.0
1.190000057220459,0.0
1.090000033378601,0.0
1.149999976158142,0.0
1.5499999523162842,0.0
1.409999966621399,0.0
1.7100000381469727,0.0
1.7999999523162842,0.0
1.4199999570846558,0.0
1.590000033378601,0.0
1.2200000286102295,0.0
1.4800000190734863,0.0
1.4199999570846558,0.0
1.1699999570846558,0.0
1.350000023841858,0.0
1.4299999475479126,0.0
1.350000023841858,0.0
0.8199999928474426,0.0
1.149999976158142,0.0
1.1699999570846558,0.0
1.25,0.0
1.3200000524520874,0.0
1.7000000476837158,0.0
1.4600000381469727,0.0
1.5700000524520874,0.0
1.7599999904632568,0.0
1.7200000286102295,0.0
1.5199999809265137,0.0
1.4299999475479126,0.0
1.559999942779541,0.0
1.440000057220459,0.0
1.4500000476837158,0.0
1.399999976158142,0.0
1.3899999856948853,0.0
1.3799999952316284,0.0
1.190000057220459,0.0
1.2100000381469727,0.0
1.0299999713897705,0.0
1.0099999904632568,0.0
1.0399999618530273,0.0
0.9599999785423279,0.0
1.6299999952316284,0.0
2.009999990463257,0.0
1.7999999523162842,0.0
1.75,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.5099999904632568,0.0
1.6399999856948853,0.0
1.6200000047683716,0.0
1.4900000095367432,0.0
1.559999942779541,0.0
1.2999999523162842,0.0
1.0299999713897705,0.0
1.4600000381469727,0.0
0.9800000190734863,0.0
0.9599999785423279,0.0
1.0800000429153442,0.0
1.690000057220459,0.0
1.4600000381469727,0.0
1.0299999713897705,0.0
1.2200000286102295,0.0
1.0700000524520874,0.0
1.8600000143051147,0.0
1.1699999570846558,0.0
0.800000011920929,0.0
1.3899999856948853,0.0
1.8700000047683716,0.0
2.0299999713897705,0.0
2.369999885559082,0.0
-0.20999999344348907,0.0
1.1200000047683716,0.0
1.940000057220459,0.0
1.6200000047683716,0.0
1.440000057220459,0.0
1.3899999856948853,0.0
1.340000033378601,0.0
1.5199999809265137,0.0
1.809999942779541,0.0
1.7799999713897705,0.0
1.4800000190734863,0.0
1.2599999904632568,0.0
1.7400000095367432,0.0
1.6399999856948853,0.0
1.649999976158142,0.0
1.9700000286102295,0.0
2.0199999809265137,0.0
1.7799999713897705,0.0
0.9700000286102295,0.0
2.619999885559082,0.0
2.5199999809265137,0.0
2.4200000762939453,0.0
2.569999933242798,0.0
2.4100000858306885,0.0
2.390000104904175,0.0
2.369999885559082,0.0
2.4100000858306885,0.0
2.2799999713897705,0.0
2.2699999809265137,0.0
2.390000104904175,0.0
2.369999885559082,0.0
2.390000104904175,0.0
2.5999999046325684,0.0
2.2899999618530273,0.0
2.380000114440918,0.0
2.9000000953674316,0.0
3.0299999713897705,0.0
2.950000047683716,0.0
2.809999942779541,0.0
2.8499999046325684,0.0
2.8299999237060547,0.0
3.0899999141693115,0.0
2.9600000381469727,0.0
2.930000066757202,0.0
2.9000000953674316,0.0
2.859999895095825,0.0
2.9000000953674316,0.0
2.880000114440918,0.0
2.880000114440918,0.0
2.3499999046325684,0.0
2.380000114440918,0.0
2.25,0.0
2.1600000858306885,0.0
2.200000047683716,0.0
2.1600000858306885,0.0
1.4900000095367432,0.0
0.5899999737739563,0.0
1.2899999618530273,0.0
1.7100000381469727,0.0
1.909999966621399,0.0
1.6100000143051147,0.0
1.7899999618530273,0.0
-0.05000000074505806,0.0
1.8700000047683716,0.0
1.190000057220459,0.0
1.7400000095367432,0.0
2.380000114440918,0.0
2.569999933242798,0.0
2.490000009536743,0.0
2.5299999713897705,0.0
2.509999990463257,0.0
2.609999895095825,0.0
2.680000066757202,0.0
2.5999999046325684,0.0
3.009999990463257,0.0
3.190000057220459,0.0
2.930000066757202,0.0
3.0799999237060547,0.0
3.0,0.0
2.5399999618530273,0.0
2.1600000858306885,0.0
2.180000066757202,0.0
2.25,0.0
2.140000104904175,0.0
2.180000066757202,0.0
2.2699999809265137,0.0
2.4100000858306885,0.0
2.4700000286102295,0.0
2.390000104904175,0.0
2.380000114440918,0.0
2.190000057220459,0.0
1.9500000476837158,0.0
1.8799999952316284,0.0
1.7699999809265137,0.0
1.9900000095367432,0.0
2.0999999046325684,0.0
1.840000033378601,0.0
1.7699999809265137,0.0
1.5399999618530273,0.0
0.9200000166893005,0.0
1.5800000429153442,0.0
1.6699999570846558,0.0
1.940000057220459,0.0
2.140000104904175,0.0
2.130000114440918,0.0
1.7200000286102295,0.0
1.7699999809265137,0.0
1.7300000190734863,0.0
0.8600000143051147,0.0
1.6799999475479126,0.0
2.0,0.0
1.600000023841858,0.0
1.4199999570846558,0.0
0.8799999952316284,0.0
0.9599999785423279,0.0
1.0499999523162842,0.0
1.3600000143051147,0.0
-0.3199999928474426,0.0
-0.5099999904632568,0.0
-0.4099999964237213,0.0
-0.11999999731779099,0.0
0.10000000149011612,0.0
-0.2199999988079071,0.0
0.4699999988079071,0.0
-0.7599999904632568,0.0
-0.8299999833106995,0.0
0.10000000149011612,0.0
-0.6600000262260437,0.0
-0.6600000262260437,0.0
-0.3199999928474426,0.0
-0.5,0.0
-0.5799999833106995,0.0
0.5400000214576721,0.0
0.12999999523162842,0.0
0.25,0.0
0.05000000074505806,0.0
0.10000000149011612,0.0
0.8899999856948853,0.0
0.949999988079071,0.0
1.1200000047683716,0.0
0.5099999904632568,0.0
1.149999976158142,0.0
1.3200000524520874,0.0
0.4399999976158142,0.0
0.8199999928474426,0.0
0.5,0.0
0.5400000214576721,0.0
0.38999998569488525,0.0
0.17000000178813934,0.0
0.7099999785423279,0.0
-0.36000001430511475,0.0
-0.20000000298023224,0.0
-0.10000000149011612,0.0
0.10000000149011612,0.0
1.0,0.0
1.2599999904632568,0.0
1.5299999713897705,0.0
1.6299999952316284,0.0
1.4299999475479126,0.0
1.059999942779541,0.0
1.0499999523162842,0.0
1.190000057220459,0.0
1.25,0.0
1.7699999809265137,0.0
1.7799999713897705,0.0
1.75,0.0
1.7100000381469727,0.0
1.5399999618530273,0.0
1.559999942779541,0.0
1.3700000047683716,0.0
1.0399999618530273,0.0
-0.6800000071525574,0.0
0.10999999940395355,0.0
0.3499999940395355,0.0
0.07999999821186066,0.0
0.17000000178813934,0.0
-0.5199999809265137,0.0
-0.7900000214576721,0.0
-1.7300000190734863,0.0
-0.20000000298023224,0.0
-1.940000057220459,0.0
-4.110000133514404,0.0
-3.950000047683716,0.0
-4.28000020980835,0.0
-3.7200000286102295,0.0
-3.0,0.0
-2.5799999237060547,0.0
-2.319999933242798,0.0
-1.4199999570846558,0.0
-0.12999999523162842,0.0
-0.7300000190734863,0.0
-0.8199999928474426,0.0
-0.8199999928474426,0.0
-0.8899999856948853,0.0
-1.600000023841858,0.0
-1.9500000476837158,0.0
-1.5099999904632568,0.0
0.6499999761581421,0.0
-0.699999988079071,0.0
-0.20000000298023224,0.0
-0.20000000298023224,0.0
-0.23999999463558197,0.0
-0.25,0.0
-0.4699999988079071,0.0
-0.3700000047683716,0.0
-0.1599999964237213,0.0
0.1899999976158142,0.0
-0.46000000834465027,0.0
-0.8600000143051147,0.0
-1.1299999952316284,0.0
-1.0399999618530273,0.0
-0.8199999928474426,0.0
-0.4399999976158142,0.0
-0.14000000059604645,0.0
-0.10999999940395355,0.0
-0.07000000029802322,0.0
-0.07000000029802322,0.0
0.03999999910593033,0.0
0.05999999865889549,0.0
0.07000000029802322,0.0
0.23999999463558197,0.0
0.75,0.0
0.4300000071525574,0.0
-0.7699999809265137,0.0
-0.6700000166893005,0.0
-0.07999999821186066,0.0
-0.75,0.0
-1.0399999618530273,0.0
-1.190000057220459,0.0
-1.3200000524520874,0.0
-1.2599999904632568,0.0
-1.2799999713897705,0.0
-1.4700000286102295,0.0
-1.309999942779541,0.0
-1.9199999570846558,0.0
-1.809999942779541,0.0
-1.809999942779541,0.0
-0.009999999776482582,0.0
0.3700000047683716,0.0
0.2199999988079071,0.0
-0.7200000286102295,0.0
-0.6899999976158142,0.0
-0.6299999952316284,0.0
-1.3799999952316284,0.0
-1.2599999904632568,0.0
-1.3200000524520874,0.0
-0.6399999856948853,0.0
-0.36000001430511475,0.0
-0.5600000023841858,0.0
-0.6700000166893005,0.0
-0.75,0.0
-0.6100000143051147,0.0
-0.5299999713897705,0.0
-0.6800000071525574,0.0
-0.75,0.0
0.5600000023841858,0.0
1.2400000095367432,0.0
0.6200000047683716,0.0
1.2200000286102295,0.0
1.149999976158142,0.0
1.100000023841858,0.0
1.409999966621399,0.0
1.2799999713897705,0.0
1.2999999523162842,0.0
1.6399999856948853,0.0
1.0700000524520874,0.0
1.2200000286102295,0.0
1.559999942779541,0.0
2.1600000858306885,0.0
1.8300000429153442,0.0
0.9900000095367432,0.0
0.30000001192092896,0.0
0.6700000166893005,0.0
-0.10000000149011612,0.0
-0.3700000047683716,0.0
-0.5,0.0
0.3499999940395355,0.0
0.7400000095367432,0.0
0.5400000214576721,0.0
0.550000011920929,0.0
0.5899999737739563,0.0
0.10999999940395355,0.0
0.8799999952316284,0.0
-0.5199999809265137,0.0
0.6600000262260437,0.0
1.3799999952316284,0.0
1.5299999713897705,0.0
1.4800000190734863,0.0
0.800000011920929,0.0
0.5600000023841858,0.0
1.8300000429153442,0.0
2.569999933242798,0.0
2.6500000953674316,0.0
4.119999885559082,0.0
3.940000057220459,0.0
3.119999885559082,0.0
3.5,0.0
2.6600000858306885,0.0
1.559999942779541,0.0
2.9100000858306885,0.0
2.8299999237060547,0.0
2.509999990463257,0.0
1.6100000143051147,0.0
1.2200000286102295,0.0
1.7999999523162842,0.0
2.4100000858306885,0.0
1.5199999809265137,0.0
1.0199999809265137,0.0
0.07999999821186066,0.0
0.4300000071525574,0.0
0.7400000095367432,0.0
1.3700000047683716,0.0
1.5099999904632568,0.0
1.1699999570846558,0.0
0.9300000071525574,0.0
0.550000011920929,0.0
0.7699999809265137,0.0
1.5299999713897705,0.0
1.4299999475479126,0.0
1.3200000524520874,0.0
-0.5199999809265137,0.0
-2.0199999809265137,0.0
-2.759999990463257,0.0
-5.159999847412109,0.0
-6.940000057220459,0.0
-7.940000057220459,0.0
-7.53000020980835,0.0
-7.579999923706055,0.0
-7.739999771118164,0.0
-7.289999961853027,0.0
-6.920000076293945,0.0
-7.179999828338623,0.0
-7.670000076293945,0.0
-8.1899995803833,0.0
-8.449999809265137,0.0
-9.069999694824219,0.0
0.0,0.0
-9.65999984741211,0.0
-9.800000190734863,0.0
-10.210000038146973,0.0
-10.470000267028809,0.0
-10.479999542236328,0.0
-10.59000015258789,0.0
-10.699999809265137,0.0
-10.710000038146973,0.0
-10.699999809265137,0.0
-11.5,0.0
-12.239999771118164,0.0
-11.859999656677246,0.0
-11.260000228881836,0.0
-8.720000267028809,0.0
-7.260000228881836,0.0
-6.739999771118164,0.0
-5.659999847412109,0.0
-5.869999885559082,0.0
-6.940000057220459,0.0
-6.650000095367432,0.0
-6.610000133514404,0.0
-6.420000076293945,0.0
-6.860000133514404,0.0
-7.760000228881836,0.0
-7.650000095367432,0.0
-5.849999904632568,0.0
-7.630000114440918,0.0
-8.699999809265137,0.0
-7.829999923706055,0.0
-7.139999866485596,0.0
-2.0299999713897705,0.0
0.0,0.0
0.7599999904632568,0.0
-0.1899999976158142,0.0
-1.4800000190734863,0.0
-2.859999895095825,0.0
-4.360000133514404,0.0
-4.590000152587891,0.0
-3.940000057220459,0.0
-4.679999828338623,0.0
-4.289999961853027,0.0
-4.110000133514404,0.0
-3.859999895095825,0.0
-3.6700000762939453,0.0
-3.25,0.0
-2.8399999141693115,0.0
-2.0,0.0
-5.989999771118164,0.0
-8.369999885559082,0.0
-6.559999942779541,0.0
-8.760000228881836,0.0
-7.849999904632568,0.0
-3.430000066757202,0.0
-4.46999979019165,0.0
-4.159999847412109,0.0
-3.759999990463257,0.0
-4.730000019073486,0.0
-4.960000038146973,0.0
-4.289999961853027,0.0
-4.659999847412109,0.0
-4.570000171661377,0.0
-4.309999942779541,0.0
-3.009999990463257,0.0
-3.9200000762939453,0.0
-4.099999904632568,0.0
-4.389999866485596,0.0
-3.9100000858306885,0.0
-3.1600000858306885,0.0
-3.6700000762939453,0.0
-1.440000057220459,0.0
-3.140000104904175,0.0
-4.539999961853027,0.0
-4.650000095367432,0.0
-4.769999980926514,0.0
-4.820000171661377,0.0
-4.849999904632568,0.0
-4.150000095367432,0.0
-3.819999933242798,0.0
-4.559999942779541,0.0
-4.630000114440918,0.0
-3.7300000190734863,0.0
-4.570000171661377,0.0
-8.029999732971191,0.0
-8.529999732971191,0.0
-8.489999771118164,0.0
-7.449999809265137,0.0
-7.909999847412109,0.0
-8.09000015258789,0.0
-8.699999809265137,0.0
-8.890000343322754,0.0
-7.949999809265137,0.0
-7.679999828338623,0.0
-7.710000038146973,0.0
-8.109999656677246,0.0
-8.4399995803833,0.0
-8.65999984741211,0.0
-8.239999771118164,0.0
-8.380000114440918,0.0
-8.260000228881836,0.0
-7.760000228881836,0.0
-7.820000171661377,0.0
-8.680000305175781,0.0
-8.420000076293945,0.0
-6.860000133514404,0.0
-7.449999809265137,0.0
-7.679999828338623,0.0
-6.699999809265137,0.0
-6.769999980926514,0.0
0.41999998688697815,0.0
-0.12999999523162842,0.0
-8.819999694824219,0.0
-9.0,0.0
-9.3100004196167,0.0
-10.09000015258789,0.0
-10.920000076293945,0.0
-11.140000343322754,0.0
-11.029999732971191,0.0
-10.680000305175781,0.0
-10.289999961853027,0.0
-10.479999542236328,0.0
-10.119999885559082,0.0
-10.109999656677246,0.0
-10.069999694824219,0.0
-10.9399995803833,0.0
-11.050000190734863,0.0
-11.449999809265137,0.0
-12.5600004196167,0.0
-12.399999618530273,0.0
-12.449999809265137,0.0
-12.739999771118164,0.0
-11.84000015258789,0.0
-11.420000076293945,0.0
-10.279999732971191,0.0
-11.119999885559082,0.0
-9.920000076293945,0.0
-10.239999771118164,0.0
-10.359999656677246,0.0
-12.149999618530273,0.0
-10.699999809265137,0.0
-9.729999542236328,0.0
-10.890000343322754,0.0
-10.369999885559082,0.0
-10.630000114440918,0.0
-11.5,0.0
-10.859999656677246,0.0
-10.8100004196167,0.0
-6.309999942779541,0.0
-7.960000038146973,0.0
-8.25,0.0
-7.460000038146973,0.0
-6.010000228881836,0.0
-5.130000114440918,0.0
-3.490000009536743,0.0
-3.1700000762939453,0.0
-3.2799999713897705,0.0
-2.859999895095825,0.0
-2.5399999618530273,0.0
-3.9700000286102295,0.0
-3.9000000953674316,0.0
-3.2200000286102295,0.0
-3.759999990463257,0.0
-1.5499999523162842,0.0
-1.8899999856948853,0.0
-2.130000114440918,0.0
-0.6700000166893005,0.0
-2.9700000286102295,0.0
-2.0799999237060547,0.0
-2.490000009536743,0.0
-0.5799999833106995,0.0
-1.059999942779541,0.0
-1.8200000524520874,0.0
-1.0299999713897705,0.0
-1.6100000143051147,0.0
-0.4399999976158142,0.0
0.7900000214576721,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.23000000417232513,0.0
-0.12999999523162842,0.0
-0.5799999833106995,0.0
0.41999998688697815,0.0
1.940000057220459,0.0
1.6299999952316284,0.0
1.649999976158142,0.0
1.350000023841858,0.0
1.2999999523162842,0.0
1.7200000286102295,0.0
1.7300000190734863,0.0
1.0700000524520874,0.0
1.2599999904632568,0.0
1.4600000381469727,0.0
1.5,0.0
1.9500000476837158,0.0
1.940000057220459,0.0
2.009999990463257,0.0
2.5299999713897705,0.0
0.5899999737739563,0.0
-0.05999999865889549,0.0
-0.1599999964237213,0.0
-1.8899999856948853,0.0
-1.4800000190734863,0.0
-2.2200000286102295,0.0
-2.740000009536743,0.0
-2.799999952316284,0.0
-1.6100000143051147,0.0
-2.069999933242798,0.0
-2.049999952316284,0.0
-2.619999885559082,0.0
0.4000000059604645,0.0
2.0299999713897705,0.0
2.1500000953674316,0.0
2.109999895095825,0.0
1.4700000286102295,0.0
1.809999942779541,0.0
1.1699999570846558,0.0
3.9700000286102295,0.0
4.159999847412109,0.0
3.940000057220459,0.0
4.170000076293945,0.0
4.5,0.0
3.609999895095825,0.0
3.2100000381469727,0.0
2.5799999237060547,0.0
3.4000000953674316,0.0
2.799999952316284,0.0
3.4600000381469727,0.0
3.8399999141693115,0.0
3.2899999618530273,0.0
4.130000114440918,0.0
4.019999980926514,0.0
3.2799999713897705,0.0
4.260000228881836,0.0
5.010000228881836,0.0
3.890000104904175,0.0
4.380000114440918,0.0
4.789999961853027,0.0
4.96999979019165,0.0
5.159999847412109,0.0
6.289999961853027,0.0
6.170000076293945,0.0
5.639999866485596,0.0
5.71999979019165,0.0
4.96999979019165,0.0
3.4700000286102295,0.0
3.8399999141693115,0.0
3.5,0.0
3.9100000858306885,0.0
5.159999847412109,0.0
6.840000152587891,0.0
6.849999904632568,0.0
6.920000076293945,0.0
8.319999694824219,8.319999694824219
8.010000228881836,8.010000228881836
9.199999809265137,9.199999809265137
7.190000057220459,0.0
7.170000076293945,0.0
7.389999866485596,0.0
9.0,9.0
5.179999828338623,0.0
0.36000001430511475,0.0
-0.20000000298023224,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17.780000686645508,17.780000686645508
